path,x_pix,y_pix,has_target
/media/isacDisk1/Demetra/notebooks/generated_tracking_tiles/offset_sweep/15-12-2020_1300_end16_offset_sweep/15-12-2020_1300_985_171,199.0,136.0,1
/media/isacDisk1/Demetra/notebooks/generated_tracking_tiles/offset_sweep/15-12-2020_1300_end16_offset_sweep/15-12-2020_1300_1066_195,118.0,112.0,1
/media/isacDisk1/Demetra/notebooks/generated_tracking_tiles/offset_sweep/15-12-2020_1300_end16_offset_sweep/15-12-2020_1300_973_167,211.0,140.0,1
/media/isacDisk1/Demetra/notebooks/generated_tracking_tiles/offset_sweep/15-12-2020_1300_end16_offset_sweep/15-12-2020_1300_984_196,200.0,111.0,1
/media/isacDisk1/Demetra/notebooks/generated_tracking_tiles/offset_sweep/15-12-2020_1300_end16_offset_sweep/15-12-2020_1300_1018_173,166.0,134.0,1
/media/isacDisk1/Demetra/notebooks/generated_tracking_tiles/offset_sweep/15-12-2020_1300_end16_offset_sweep/15-12-2020_1300_1066_100,118.0,207.0,1
/media/isacDisk1/Demetra/notebooks/generated_tracking_tiles/offset_sweep/15-12-2020_1300_end16_offset_sweep/15-12-2020_1300_1024_196,160.0,111.0,1
/media/isacDisk1/Demetra/notebooks/generated_tracking_tiles/offset_sweep/15-12-2020_1300_end16_offset_sweep/15-12-2020_1300_1066_148,118.0,159.0,1
/media/isacDisk1/Demetra/notebooks/generated_tracking_tiles/offset_sweep/15-12-2020_1300_end16_offset_sweep/15-12-2020_1300_986_186,198.0,121.0,1
/media/isacDisk1/Demetra/notebooks/generated_tracking_tiles/offset_sweep/15-12-2020_1300_end16_offset_sweep/15-12-2020_1300_1066_151,118.0,156.0,1
/media/isacDisk1/Demetra/notebooks/generated_tracking_tiles/offset_sweep/15-12-2020_1300_end16_offset_sweep/15-12-2020_1300_1039_175,145.0,132.0,1
/media/isacDisk1/Demetra/notebooks/generated_tracking_tiles/offset_sweep/15-12-2020_1300_end16_offset_sweep/15-12-2020_1300_1018_196,166.0,111.0,1
/media/isacDisk1/Demetra/notebooks/generated_tracking_tiles/offset_sweep/15-12-2020_1300_end16_offset_sweep/15-12-2020_1300_1066_150,118.0,157.0,1
/media/isacDisk1/Demetra/notebooks/generated_tracking_tiles/offset_sweep/15-12-2020_1300_end16_offset_sweep/15-12-2020_1300_1009_125,175.0,182.0,1
/media/isacDisk1/Demetra/notebooks/generated_tracking_tiles/offset_sweep/15-12-2020_1300_end16_offset_sweep/15-12-2020_1300_1015_151,169.0,156.0,1
/media/isacDisk1/Demetra/notebooks/generated_tracking_tiles/offset_sweep/15-12-2020_1300_end16_offset_sweep/15-12-2020_1300_1040_121,144.0,186.0,1
/media/isacDisk1/Demetra/notebooks/generated_tracking_tiles/offset_sweep/15-12-2020_1300_end16_offset_sweep/15-12-2020_1300_1066_139,118.0,168.0,1
/media/isacDisk1/Demetra/notebooks/generated_tracking_tiles/offset_sweep/15-12-2020_1300_end16_offset_sweep/15-12-2020_1300_1014_196,170.0,111.0,1
/media/isacDisk1/Demetra/notebooks/generated_tracking_tiles/offset_sweep/15-12-2020_1300_end16_offset_sweep/15-12-2020_1300_1010_196,174.0,111.0,1
/media/isacDisk1/Demetra/notebooks/generated_tracking_tiles/offset_sweep/15-12-2020_1300_end16_offset_sweep/15-12-2020_1300_1012_146,172.0,161.0,1
/media/isacDisk1/Demetra/notebooks/generated_tracking_tiles/offset_sweep/15-12-2020_1300_end16_offset_sweep/15-12-2020_1300_969_120,215.0,187.0,1
/media/isacDisk1/Demetra/notebooks/generated_tracking_tiles/offset_sweep/15-12-2020_1300_end16_offset_sweep/15-12-2020_1300_1003_120,181.0,187.0,1
/media/isacDisk1/Demetra/notebooks/generated_tracking_tiles/offset_sweep/15-12-2020_1300_end16_offset_sweep/15-12-2020_1300_1027_196,157.0,111.0,1
/media/isacDisk1/Demetra/notebooks/generated_tracking_tiles/offset_sweep/15-12-2020_1300_end16_offset_sweep/15-12-2020_1300_1066_194,118.0,113.0,1
/media/isacDisk1/Demetra/notebooks/generated_tracking_tiles/offset_sweep/15-12-2020_1300_end16_offset_sweep/15-12-2020_1300_1045_107,139.0,200.0,1
/media/isacDisk1/Demetra/notebooks/generated_tracking_tiles/offset_sweep/15-12-2020_1300_end16_offset_sweep/15-12-2020_1300_1066_126,118.0,181.0,1
/media/isacDisk1/Demetra/notebooks/generated_tracking_tiles/offset_sweep/15-12-2020_1300_end16_offset_sweep/15-12-2020_1300_1066_161,118.0,146.0,1
/media/isacDisk1/Demetra/notebooks/generated_tracking_tiles/offset_sweep/15-12-2020_1300_end16_offset_sweep/15-12-2020_1300_979_196,205.0,111.0,1
/media/isacDisk1/Demetra/notebooks/generated_tracking_tiles/offset_sweep/15-12-2020_1300_end16_offset_sweep/15-12-2020_1300_1016_196,168.0,111.0,1
/media/isacDisk1/Demetra/notebooks/generated_tracking_tiles/offset_sweep/15-12-2020_1300_end16_offset_sweep/15-12-2020_1300_1036_196,148.0,111.0,1
