path,start,end
/leonardo_scratch/fast/IscrC_SAME-D/airmass/25-09-2020_0110_1065_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/24-03-2020_1555_0_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/18-05-2020_1020_1065_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/21-06-2020_2115_0_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/16-02-2020_0345_426_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/01-11-2020_0645_852_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/17-10-2020_1715_639_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/16-12-2020_0500_1065_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/12-02-2020_0105_1065_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/19-06-2020_1155_852_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/30-06-2020_1915_0_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/18-11-2020_2245_639_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/05-03-2020_0515_0_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/06-08-2020_1310_0_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/23-04-2020_1920_426_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/12-12-2020_1140_1065_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/20-09-2020_0910_0_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/30-10-2020_1605_852_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/18-07-2020_1515_852_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/05-11-2020_0125_852_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/06-11-2020_1445_213_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/30-05-2020_0940_852_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/17-07-2020_0155_426_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/03-06-2020_1100_213_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/01-10-2020_0230_0_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/17-08-2020_1830_852_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/13-09-2020_1950_426_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/22-03-2020_1715_426_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/16-06-2020_1715_639_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/06-03-2020_1715_852_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/31-03-2020_2200_213_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/29-09-2018_0000_213_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/30-08-2020_1950_852_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/04-12-2020_2125_1065_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/25-09-2020_1030_213_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/10-06-2020_1435_639_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/21-02-2020_1825_0_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/06-07-2020_0955_639_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/17-04-2020_0840_213_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/26-12-2020_0100_1065_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/02-01-2020_0520_639_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/06-12-2020_1445_852_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/09-09-2023_2215_0_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/25-08-2020_2350_426_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/14-08-2020_0110_213_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/19-05-2020_1420_213_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/19-07-2020_2315_852_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/20-12-2020_0340_0_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/26-09-2020_2350_426_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/12-08-2020_0630_426_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/18-09-2020_1830_213_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/14-11-2017_0120_213_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/15-08-2020_1830_1065_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/27-10-2016_0800_426_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/23-12-2020_1140_1065_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/21-08-2020_1030_639_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/05-02-2020_1825_639_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/02-03-2020_0910_1065_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/03-01-2020_2120_639_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/04-06-2020_0820_0_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/16-03-2020_0515_213_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/11-02-2020_1145_426_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/22-09-2020_1550_639_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/28-10-2016_1200_639_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/04-11-2020_2125_213_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/28-08-2020_2350_0_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/24-10-2020_2005_1065_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/10-08-2020_0510_426_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/30-09-2018_2140_852_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/05-10-2020_0110_426_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/19-11-2017_0520_852_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/02-01-2020_0520_0_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/13-05-2020_1820_426_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/08-03-2020_1955_1065_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/18-04-2020_1640_426_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/27-11-2020_1045_213_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/17-11-2017_1200_852_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/22-10-2020_0525_1065_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/05-11-2020_0925_1065_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/11-10-2020_1150_852_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/09-06-2020_1835_852_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/04-12-2020_0005_0_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/30-10-2021_1320_639_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/05-11-2020_1325_1065_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/17-03-2020_1835_213_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/28-02-2020_0745_1065_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/26-10-2020_1605_0_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/20-09-2020_1950_213_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/20-08-2020_1830_426_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/11-10-2020_0630_426_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/29-05-2020_2020_852_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/22-03-2020_2115_1065_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/08-05-2020_0740_0_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/16-12-2020_0900_213_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/05-11-2011_2240_426_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/16-03-2020_1835_639_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/29-02-2020_0225_0_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/23-04-2020_1640_213_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/18-02-2020_0905_213_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/27-05-2020_0340_1065_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/07-08-2020_0750_1065_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/04-09-2020_0630_1065_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/01-10-2018_1900_1065_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/17-03-2020_0115_1065_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/27-04-2020_0840_0_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/18-09-2020_0110_0_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/20-07-2020_1115_0_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/03-12-2020_0805_852_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/26-10-2016_1200_426_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/08-07-2020_2315_639_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/03-03-2020_0915_213_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/01-03-2023_0300_213_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/04-12-2020_1325_1065_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/20-08-2020_0350_852_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/05-09-2020_1830_639_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/17-02-2020_0505_1065_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/24-10-2020_0525_0_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/11-02-2020_0345_426_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/11-04-2020_0440_426_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/09-11-2011_1600_639_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/26-07-2020_2225_0_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/10-09-2020_0910_426_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/18-09-2020_0630_0_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/14-04-2020_1520_639_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/07-11-2020_2245_852_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/28-11-2020_0525_0_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/16-05-2020_1700_1065_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/17-10-2020_0515_213_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/01-09-2020_0910_852_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/20-06-2020_2115_1065_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/04-11-2021_2000_0_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/09-08-2020_0110_1065_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/04-03-2023_1750_0_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/09-09-2020_1830_1065_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/26-05-2020_1540_213_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/08-08-2020_2110_213_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/17-12-2020_1020_426_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/26-03-2020_1435_426_0,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/22-03-2020_2355_0_196,1,16
/leonardo_scratch/fast/IscrC_SAME-D/airmass/18-09-2020_1830_1065_196,1,16
